user_id,event_time,event_name,device,page
301,2023-09-29 00:28:36,purchase,mobile,order/thank-you
5050,2023-10-03 13:56:57,purchase,mobile,order/thank-you
536,2023-10-05 05:15:22,purchase,mobile,order/thank-you
2714,2023-10-05 10:41:01,purchase,mobile,order/thank-you
2973,2023-10-11 17:02:41,purchase,mobile,order/thank-you
2795,2023-10-15 06:16:35,purchase,mobile,order/thank-you
5276,2023-10-17 03:55:31,purchase,desktop,order/thank-you
5766,2023-10-18 04:08:10,purchase,mobile,order/thank-you
527,2023-10-18 05:28:23,purchase,mobile,order/thank-you
901,2023-11-01 10:28:14,purchase,mobile,order/thank-you
72,2023-11-02 00:45:56,purchase,desktop,order/thank-you
3668,2023-11-02 12:27:18,purchase,mobile,order/thank-you
3696,2023-11-03 10:59:58,purchase,mobile,order/thank-you
4209,2023-11-05 12:24:40,purchase,desktop,order/thank-you
498,2023-11-07 15:41:23,purchase,desktop,order/thank-you
4940,2023-11-10 20:25:29,purchase,desktop,order/thank-you
648,2023-11-11 08:45:38,purchase,mobile,order/thank-you
3719,2023-11-11 11:01:29,purchase,mobile,order/thank-you
1136,2023-11-14 07:35:19,purchase,tablet,order/thank-you
2809,2023-11-14 19:36:35,purchase,mobile,order/thank-you
5944,2023-11-14 21:07:36,purchase,mobile,order/thank-you
740,2023-11-21 05:27:43,purchase,mobile,order/thank-you
4684,2023-11-22 18:03:02,purchase,mobile,order/thank-you
977,2023-11-24 01:42:05,purchase,mobile,order/thank-you
2714,2023-11-24 21:30:03,purchase,mobile,order/thank-you
4280,2023-11-26 03:51:33,purchase,mobile,order/thank-you
3263,2023-11-26 05:31:03,purchase,mobile,order/thank-you
5187,2023-11-29 02:59:05,purchase,desktop,order/thank-you
1165,2023-11-29 18:39:31,purchase,desktop,order/thank-you
5971,2023-11-30 12:51:43,purchase,desktop,order/thank-you
421,2023-12-02 04:11:34,purchase,desktop,order/thank-you
1589,2023-12-02 12:25:59,purchase,tablet,order/thank-you
5380,2023-12-06 18:43:56,purchase,mobile,order/thank-you
2926,2023-12-08 06:20:33,purchase,desktop,order/thank-you
2792,2023-12-09 22:04:36,purchase,mobile,order/thank-you
4709,2023-12-11 18:00:27,purchase,mobile,order/thank-you
3428,2023-12-12 20:06:08,purchase,mobile,order/thank-you
3035,2023-12-13 21:47:56,purchase,desktop,order/thank-you
3380,2023-12-18 06:57:00,purchase,mobile,order/thank-you
5192,2023-12-21 04:31:53,purchase,mobile,order/thank-you
819,2023-12-21 11:41:11,purchase,desktop,order/thank-you
5744,2023-12-21 17:45:46,purchase,desktop,order/thank-you
3215,2023-12-21 21:18:06,purchase,mobile,order/thank-you
1182,2023-12-22 21:32:15,purchase,mobile,order/thank-you
376,2023-12-23 02:13:17,purchase,desktop,order/thank-you
4557,2023-12-23 20:43:51,purchase,mobile,order/thank-you
2570,2023-12-24 05:19:21,purchase,mobile,order/thank-you
2268,2023-12-24 06:23:46,purchase,mobile,order/thank-you
5564,2023-12-25 10:13:32,purchase,mobile,order/thank-you
2373,2023-12-25 15:42:16,purchase,desktop,order/thank-you
936,2023-12-26 04:31:26,purchase,mobile,order/thank-you
2698,2023-12-26 06:24:07,purchase,mobile,order/thank-you
4865,2023-12-27 10:23:12,purchase,desktop,order/thank-you
5545,2023-12-27 17:25:39,purchase,desktop,order/thank-you
1218,2023-12-28 15:34:29,purchase,mobile,order/thank-you
5223,2023-12-29 08:49:22,purchase,mobile,order/thank-you
3027,2023-12-29 15:20:08,purchase,desktop,order/thank-you
4552,2024-01-01 00:10:36,view_product,mobile,product/1026
2490,2024-01-01 00:39:56,view_product,desktop,product/1000
4917,2024-01-01 00:56:50,view_product,mobile,product/1170
4150,2024-01-01 00:57:37,view_product,mobile,product/1058
4062,2024-01-01 01:07:01,view_product,tablet,product/1133
5660,2024-01-01 01:08:04,view_product,mobile,product/1098
1675,2024-01-01 01:18:11,view_product,mobile,product/1138
343,2024-01-01 01:35:32,view_product,mobile,product/1057
4784,2024-01-01 01:43:55,add_to_cart,desktop,cart
1337,2024-01-01 02:14:48,view_product,mobile,product/1094
3589,2024-01-01 02:28:45,view_product,mobile,product/1101
3610,2024-01-01 03:58:21,view_product,tablet,product/1142
823,2024-01-01 04:08:58,add_to_cart,mobile,cart
5144,2024-01-01 04:35:57,add_to_cart,desktop,cart
4380,2024-01-01 04:36:07,view_product,tablet,product/1059
2,2024-01-01 04:59:52,purchase,desktop,order/thank-you
5721,2024-01-01 05:02:48,view_product,desktop,product/1090
1214,2024-01-01 06:00:28,view_product,mobile,product/1004
3308,2024-01-01 06:02:03,view_product,mobile,product/1001
4471,2024-01-01 06:23:58,add_to_cart,mobile,cart
1697,2024-01-01 06:35:30,add_to_cart,mobile,cart
413,2024-01-01 07:45:36,view_product,desktop,product/1186
4739,2024-01-01 07:54:42,view_product,desktop,product/1069
5567,2024-01-01 07:54:43,view_product,desktop,product/1184
807,2024-01-01 08:28:58,view_product,mobile,product/1130
5010,2024-01-01 08:36:53,view_product,mobile,product/1128
1362,2024-01-01 08:39:28,checkout,mobile,checkout
1105,2024-01-01 08:46:12,view_product,mobile,product/1081
4583,2024-01-01 09:13:47,add_to_cart,mobile,cart
2858,2024-01-01 09:23:28,checkout,mobile,checkout
3371,2024-01-01 09:50:29,view_product,desktop,product/1173
5196,2024-01-01 10:09:18,add_to_cart,mobile,cart
83,2024-01-01 10:28:58,add_to_cart,desktop,cart
1388,2024-01-01 10:34:09,add_to_cart,mobile,cart
15,2024-01-01 10:38:08,view_product,desktop,product/1013
4634,2024-01-01 10:41:19,view_product,desktop,product/1018
3973,2024-01-01 11:06:44,add_to_cart,desktop,cart
3524,2024-01-01 11:46:44,checkout,mobile,checkout
1822,2024-01-01 11:57:44,view_product,mobile,product/1103
613,2024-01-01 12:07:02,view_product,desktop,product/1012
2106,2024-01-01 12:12:11,view_product,tablet,product/1165
1701,2024-01-01 12:21:12,checkout,tablet,checkout
436,2024-01-01 12:35:49,view_product,mobile,product/1110
1653,2024-01-01 12:49:08,checkout,desktop,checkout
6000,2024-01-01 12:53:43,checkout,desktop,checkout
5822,2024-01-01 13:27:07,add_to_cart,desktop,cart
5139,2024-01-01 14:20:17,view_product,mobile,product/1033
3992,2024-01-01 14:27:47,checkout,mobile,checkout
4556,2024-01-01 14:44:41,view_product,mobile,product/1166
3454,2024-01-01 14:47:39,view_product,mobile,product/1124
5731,2024-01-01 15:17:41,view_product,mobile,product/1137
849,2024-01-01 15:43:06,view_product,mobile,product/1146
4913,2024-01-01 15:49:00,view_product,mobile,product/1016
5300,2024-01-01 16:19:07,view_product,mobile,product/1041
2109,2024-01-01 16:27:23,purchase,desktop,order/thank-you
4436,2024-01-01 17:02:45,view_product,mobile,product/1050
865,2024-01-01 17:38:12,purchase,desktop,order/thank-you
3194,2024-01-01 17:53:44,view_product,desktop,product/1084
327,2024-01-01 18:03:59,view_product,desktop,product/1001
3646,2024-01-01 18:04:33,view_product,tablet,product/1158
1580,2024-01-01 18:14:04,add_to_cart,mobile,cart
4707,2024-01-01 18:14:47,view_product,mobile,product/1114
2356,2024-01-01 18:45:43,view_product,tablet,product/1132
950,2024-01-01 18:48:23,view_product,mobile,product/1182
4829,2024-01-01 19:07:13,add_to_cart,mobile,cart
698,2024-01-01 19:44:16,view_product,mobile,product/1088
1116,2024-01-01 20:18:52,checkout,desktop,checkout
5043,2024-01-01 20:26:38,view_product,mobile,product/1147
1086,2024-01-01 20:27:23,checkout,tablet,checkout
3199,2024-01-01 21:02:18,add_to_cart,mobile,cart
3534,2024-01-01 21:41:44,add_to_cart,mobile,cart
5586,2024-01-01 21:53:51,add_to_cart,mobile,cart
521,2024-01-01 22:11:40,view_product,mobile,product/1199
662,2024-01-01 22:30:22,view_product,desktop,product/1081
4960,2024-01-01 22:43:36,view_product,mobile,product/1066
5244,2024-01-01 22:47:15,view_product,desktop,product/1107
2947,2024-01-01 23:02:31,view_product,mobile,product/1189
876,2024-01-01 23:31:51,view_product,mobile,product/1035
943,2024-01-01 23:39:52,view_product,desktop,product/1185
5253,2024-01-02 00:01:31,checkout,mobile,checkout
1012,2024-01-02 00:22:55,view_product,mobile,product/1069
4004,2024-01-02 00:24:59,add_to_cart,mobile,cart
4786,2024-01-02 01:25:07,checkout,desktop,checkout
4685,2024-01-02 02:02:21,add_to_cart,desktop,cart
2297,2024-01-02 02:32:54,view_product,mobile,product/1143
5805,2024-01-02 02:45:00,view_product,mobile,product/1097
1763,2024-01-02 02:46:17,view_product,mobile,product/1002
1982,2024-01-02 03:04:44,add_to_cart,desktop,cart
5426,2024-01-02 03:08:05,view_product,mobile,product/1150
4159,2024-01-02 03:13:33,view_product,mobile,product/1021
1971,2024-01-02 03:24:09,view_product,mobile,product/1170
3378,2024-01-02 03:27:11,add_to_cart,desktop,cart
3622,2024-01-02 03:46:38,add_to_cart,mobile,cart
2872,2024-01-02 03:52:52,checkout,desktop,checkout
2167,2024-01-02 04:06:21,view_product,mobile,product/1070
450,2024-01-02 04:35:30,add_to_cart,mobile,cart
4587,2024-01-02 05:09:07,view_product,tablet,product/1021
328,2024-01-02 05:33:30,view_product,tablet,product/1180
2433,2024-01-02 05:40:06,checkout,mobile,checkout
3756,2024-01-02 06:01:12,add_to_cart,mobile,cart
2807,2024-01-02 06:11:18,view_product,mobile,product/1117
4320,2024-01-02 07:09:16,view_product,mobile,product/1038
3525,2024-01-02 08:13:44,add_to_cart,mobile,cart
2251,2024-01-02 08:54:01,view_product,mobile,product/1164
4088,2024-01-02 09:08:12,checkout,tablet,checkout
4973,2024-01-02 11:03:48,add_to_cart,mobile,cart
1534,2024-01-02 11:37:24,view_product,tablet,product/1105
5270,2024-01-02 12:14:39,view_product,mobile,product/1048
5923,2024-01-02 12:19:27,view_product,desktop,product/1060
1960,2024-01-02 12:30:41,view_product,desktop,product/1159
3984,2024-01-02 12:52:44,checkout,desktop,checkout
4696,2024-01-02 12:53:19,view_product,mobile,product/1055
903,2024-01-02 13:07:39,view_product,mobile,product/1115
3608,2024-01-02 13:07:44,view_product,mobile,product/1062
2010,2024-01-02 13:35:31,view_product,desktop,product/1042
2212,2024-01-02 13:49:28,view_product,mobile,product/1050
4281,2024-01-02 14:23:51,view_product,desktop,product/1042
2086,2024-01-02 14:25:56,checkout,mobile,checkout
3470,2024-01-02 14:54:33,checkout,mobile,checkout
4800,2024-01-02 15:22:54,add_to_cart,mobile,cart
5082,2024-01-02 15:41:12,view_product,mobile,product/1086
896,2024-01-02 15:43:25,view_product,desktop,product/1147
1228,2024-01-02 15:58:50,view_product,desktop,product/1031
3332,2024-01-02 16:40:47,view_product,mobile,product/1065
5107,2024-01-02 16:50:10,view_product,mobile,product/1154
4777,2024-01-02 17:01:20,view_product,mobile,product/1127
4640,2024-01-02 17:30:14,view_product,desktop,product/1146
478,2024-01-02 17:57:02,view_product,mobile,product/1042
5178,2024-01-02 17:58:13,add_to_cart,mobile,cart
863,2024-01-02 18:52:03,view_product,mobile,product/1155
5527,2024-01-02 18:59:20,view_product,mobile,product/1121
4555,2024-01-02 19:11:19,checkout,mobile,checkout
2778,2024-01-02 19:29:22,view_product,mobile,product/1100
1968,2024-01-02 21:07:07,view_product,mobile,product/1002
3515,2024-01-02 21:27:54,checkout,mobile,checkout
4203,2024-01-02 21:34:04,view_product,tablet,product/1147
4434,2024-01-02 21:48:30,view_product,desktop,product/1043
2325,2024-01-02 22:13:59,view_product,mobile,product/1189
4849,2024-01-02 22:22:36,checkout,desktop,checkout
169,2024-01-02 23:00:11,view_product,mobile,product/1002
2737,2024-01-02 23:04:41,view_product,mobile,product/1173
3976,2024-01-02 23:07:10,view_product,desktop,product/1030
3154,2024-01-02 23:16:13,view_product,mobile,product/1061
4915,2024-01-02 23:36:34,view_product,mobile,product/1186
5003,2024-01-03 00:09:45,add_to_cart,desktop,cart
167,2024-01-03 00:37:26,view_product,mobile,product/1090
4969,2024-01-03 00:43:24,add_to_cart,mobile,cart
3766,2024-01-03 00:43:45,add_to_cart,desktop,cart
1510,2024-01-03 01:24:06,view_product,mobile,product/1125
673,2024-01-03 01:38:14,view_product,mobile,product/1197
5044,2024-01-03 01:45:38,view_product,mobile,product/1020
4400,2024-01-03 01:47:13,checkout,desktop,checkout
5338,2024-01-03 01:49:34,view_product,mobile,product/1107
742,2024-01-03 02:06:34,add_to_cart,mobile,cart
2552,2024-01-03 02:11:53,view_product,desktop,product/1047
3281,2024-01-03 02:36:27,view_product,mobile,product/1071
70,2024-01-03 02:55:43,view_product,mobile,product/1015
347,2024-01-03 03:01:37,add_to_cart,mobile,cart
1540,2024-01-03 03:05:03,view_product,mobile,product/1042
5239,2024-01-03 03:30:26,checkout,mobile,checkout
4234,2024-01-03 03:44:56,add_to_cart,desktop,cart
3814,2024-01-03 03:47:18,view_product,mobile,product/1133
2441,2024-01-03 03:48:21,view_product,mobile,product/1158
4758,2024-01-03 03:59:41,view_product,desktop,product/1126
4668,2024-01-03 04:06:48,view_product,mobile,product/1072
2383,2024-01-03 04:07:45,view_product,mobile,product/1116
5897,2024-01-03 04:31:30,add_to_cart,mobile,cart
4288,2024-01-03 04:34:44,view_product,desktop,product/1130
4395,2024-01-03 05:09:24,add_to_cart,mobile,cart
2403,2024-01-03 05:39:34,view_product,mobile,product/1043
4311,2024-01-03 05:47:45,view_product,mobile,product/1152
4810,2024-01-03 05:48:05,view_product,mobile,product/1052
3853,2024-01-03 06:01:31,view_product,mobile,product/1034
1920,2024-01-03 06:28:12,add_to_cart,desktop,cart
1987,2024-01-03 06:45:24,view_product,desktop,product/1167
5643,2024-01-03 07:44:09,view_product,mobile,product/1072
2803,2024-01-03 08:00:08,view_product,mobile,product/1156
3793,2024-01-03 08:25:31,view_product,mobile,product/1136
1098,2024-01-03 08:54:58,view_product,desktop,product/1174
5796,2024-01-03 08:59:38,view_product,mobile,product/1086
4586,2024-01-03 09:16:14,add_to_cart,mobile,cart
